          0    0    0
         11    0   13
         22    0   26
         33    0   40
         44    0   53
         55    0   67
         66    0   80
         77    0   94
         88    0  107
         99    0  121
        110    0  134
        121    0  148
        132    0  161
        129    0  163
        125    0  164
        121    0  166
        118    0  167
        114    0  168
        110    0  170
        106    0  171
        103    0  173
         99    0  174
         95    0  176
         92    0  177
         88    0  179
         81    0  181
         73    0  184
         66    0  186
         58    0  189
         51    0  192
         44    0  194
         36    0  197
         29    0  199
         22    0  202
         14    0  204
          7    0  207
          0    0  210
          0    5  213
          0   10  217
          0   15  221
          0   20  225
          0   25  228
          0   30  232
          0   35  236
          0   40  240
          0   45  243
          0   50  247
          0   55  251
          0   60  255
          0   68  255
          0   76  255
          0   84  255
          0   91  255
          0   99  255
          0  107  255
          0  115  255
          0  123  255
          0  131  255
          0  139  255
          0  146  255
          0  154  255
          0  161  248
          0  167  242
          0  173  236
          0  180  229
          0  186  223
          0  193  217
          0  199  210
          0  205  204
          0  212  198
          0  218  192
          0  225  185
          0  231  179
          0  229  172
          0  228  165
          0  226  158
          0  225  151
          0  223  145
          0  221  138
          0  220  131
          0  218  124
          0  217  117
          0  215  110
          0  213  103
          0  212   97
          0  212   90
          0  212   83
          0  212   77
          0  211   70
          0  211   64
          0  211   57
          0  211   51
          0  211   44
          0  211   38
          0  211   31
          0  211   25
          0  211   18
          8  212   17
         16  214   15
         25  215   13
         33  217   12
         42  219   10
         50  220    9
         59  222    7
         67  223    6
         76  225    4
         84  226    3
         93  228    1
        101  230    0
        109  230    0
        118  230    0
        126  230    0
        135  230    0
        143  230    0
        151  230    0
        160  230    0
        168  230    0
        177  230    0
        185  230    0
        193  230    0
        202  230    0
        206  228    1
        211  227    2
        215  226    3
        219  225    4
        224  223    5
        228  222    6
        233  221    7
        237  220    8
        241  218    9
        246  217   10
        250  216   11
        255  215   12
        253  210   13
        252  205   14
        251  200   15
        250  196   16
        249  191   17
        248  186   18
        247  181   18
        246  176   19
        245  172   20
        244  167   21
        243  162   22
        241  157   23
        243  153   21
        244  148   19
        245  143   17
        246  138   15
        247  134   13
        248  129   11
        249  124    9
        250  119    7
        251  114    5
        252  110    3
        253  105    1
        255  100    0
        254   92    0
        254   83    0
        253   75    0
        253   67    0
        252   58    0
        252   50    0
        252   41    0
        251   33    0
        251   25    0
        250   16    0
        250    8    0
        249    0    0
        243    0    0
        237    0    0
        231    0    0
        225    0    0
        219    0    0
        212    0    0
        206    0    0
        200    0    0
        194    0    0
        188    0    0
        182    0    0
        175    0    0
        182   21   21
        189   42   42
        195   63   63
        202   84   84
        208  106  106
        215  127  127
        222  148  148
        228  170  170
        235  191  191
        241  212  212
        248  233  233
        255  255  255
        255  255  255
        255  255  255
        255  255  255
        255  255  255
        255  255  255
        255  255  255
        255  255  255
