          0    0    0
         68    0   16
        127    0   36
        127    0   72
        127    0   99
        127    0  111
        127    0  111
        127    0  121
        127    0  134
        127    0  145
        127    0  156
        127    0  156
        127    0  153
        127   11  151
        127   23  148
        127   35  144
        127   46  142
        127   57  140
        127   57  140
        127   68  136
        127   80  134
        127   92  131
        127  104  128
        127  116  124
        127  127  123
        127  129  120
        127  132  116
        127  136  113
        127  137  111
        127  140  108
        127  140  108
        127  144  105
        127  147  103
        127  148  100
        127  152   96
        127  155   94
        127  158   91
        127  160   88
        127  163   86
        127  166   83
        127  168   80
        127  168   80
        127  172   76
        127  175   75
        127  176   72
        127  180   68
        127  183   65
        127  185   63
        127  188   64
        127  191   65
        128  191   67
        129  191   68
        131  192   70
        131  192   70
        132  192   72
        134  192   72
        136  192   73
        136  192   76
        137  192   76
        140  193   79
        140  193   80
        143  193   80
        144  195   83
        144  195   84
        147  195   86
        147  195   86
        148  196   87
        150  196   88
        151  196   89
        152  196   91
        153  196   92
        155  198   94
        156  198   95
        158  198   96
        159  199   97
        160  199  100
        161  199  100
        161  199  100
        164  200  102
        164  200  104
        166  200  104
        168  200  105
        168  200  108
        169  200  108
        172  201  111
        172  201  112
        175  201  112
        176  203  115
        176  203  115
        176  203  116
        179  203  118
        180  204  119
        182  204  120
        183  204  121
        184  204  123
        185  204  124
        187  204  126
        188  206  127
        190  206  128
        191  206  129
        191  206  129
        192  207  132
        192  207  132
        192  208  134
        193  208  136
        195  208  136
        195  208  139
        196  209  140
        196  211  140
        196  211  143
        198  212  144
        199  212  145
        199  212  145
        199  212  147
        200  212  148
        200  214  150
        201  214  151
        201  215  152
        203  215  153
        204  216  155
        204  216  156
        204  216  158
        206  216  159
        206  216  159
        206  217  160
        207  217  161
        208  219  164
        208  220  164
        208  220  166
        209  220  168
        211  220  168
        211  222  171
        212  222  172
        212  223  172
        212  223  175
        212  223  175
        214  224  176
        215  224  177
        215  224  179
        216  224  180
        216  225  182
        217  225  183
        217  227  184
        219  227  185
        220  228  187
        220  228  188
        220  228  190
        220  228  190
        222  230  192
        222  230  192
        223  231  193
        224  231  196
        224  232  196
        224  232  198
        225  232  200
        227  232  200
        227  233  203
        228  233  204
        228  235  204
        228  235  204
        228  235  207
        230  236  208
        231  236  209
        231  236  211
        232  238  212
        232  238  214
        233  239  215
        233  239  216
        235  240  217
        236  240  219
        236  240  219
        236  240  220
        236  240  222
        238  241  224
        238  241  224
        239  243  225
        240  243  228
        240  244  228
        240  244  231
        241  244  232
        243  244  232
        243  246  235
        243  246  235
        244  247  236
        244  247  238
        244  248  239
        246  248  240
        247  248  241
        248  248  243
        248  249  244
        248  249  246
        249  251  247
        249  251  248
        251  252  249
        251  252  249
        252  252  251
        252  252  252
        252  252  254
        254  254  255
        255  255  255
