          0    0    0
          0    4    0
          0   11    0
          0   16    0
          0   22    0
          0   27    0
          0   27    0
          0   32    0
          0   39    0
          0   44    0
          0   49    0
          0   55    0
          0   60    0
          0   65    0
          0   72    0
          0   78    0
          0   83    0
          0   88    0
          0   88    0
          0   94    0
          0  100    0
          0  104    0
          0  111    0
          0  116    0
          0  121    0
          0  128    0
          0  132    4
          0  139    7
          0  144   11
          0  150   15
          0  150   15
          0  156   19
          0  160   22
          0  167   25
          0  172   30
          0  177   32
          0  184   36
          0  188   40
          0  195   44
          0  200   48
          0  206   52
          0  206   52
          0  211   56
          0  216   59
          0  223   63
          0  228   67
          0  233   71
          0  239   73
          0  244   78
          0  249   81
          0  252   86
          7  247   88
         12  241   92
         12  241   92
         17  236   96
         23  231  100
         28  224  104
         33  220  108
         40  214  112
         46  208  115
         51  203  119
         56  196  123
         62  192  126
         68  185  129
         73  180  134
         73  180  134
         79  175  137
         84  168  140
         89  164  144
         96  158  148
        100  152  152
        107  147  156
        112  140  160
        118  136  164
        124  129  167
        128  124  171
        135  119  175
        135  119  175
        140  113  177
        145  108  182
        152  102  185
        156   96  190
        163   91  192
        168   86  196
        174   80  200
        179   75  204
        184   68  208
        191   63  212
        191   63  212
        196   57  216
        201   52  219
        207   47  223
        212   40  227
        217   36  230
        224   30  233
        230   24  238
        235   19  241
        240   12  244
        246    8  248
        252    1  252
        252    1  252
        255    0  252
        255    0  247
        255    0  240
        255    0  236
        255    0  231
        255    0  225
        255    0  220
        255    0  216
        255    0  209
        255    0  204
        255    0  200
        255    0  200
        255    0  195
        255    0  190
        255    0  184
        255    0  179
        255    0  174
        255    0  168
        255    0  164
        255    0  159
        255    0  153
        255    0  148
        255    0  148
        255    0  143
        255    0  137
        255    0  132
        255    0  128
        255    0  121
        255    0  116
        255    0  111
        255    0  105
        255    0  100
        255    0   94
        255    0   88
        255    0   88
        255    0   83
        255    0   78
        255    0   72
        255    0   67
        255    0   60
        255    0   55
        255    0   49
        255    0   44
        255    0   39
        255    0   32
        255    0   27
        255    0   27
        255    0   22
        255    0   16
        255    0   11
        255    0    4
        255    0    0
        255    0    0
        255    6    0
        255   12    0
        255   17    0
        255   24    0
        255   30    0
        255   30    0
        255   36    0
        255   41    0
        255   48    0
        255   54    0
        255   60    0
        255   67    0
        255   72    0
        255   79    0
        255   84    0
        255   91    0
        255   91    0
        255   96    0
        255  103    0
        255  108    0
        255  115    0
        255  120    0
        255  127    0
        255  132    0
        255  139    0
        255  144    0
        255  151    0
        255  158    0
        255  158    0
        255  164    0
        255  169    0
        255  176    0
        255  182    0
        255  188    0
        255  193    0
        255  200    0
        255  206    0
        255  212    0
        255  217    0
        255  224    0
        255  224    0
        255  230    0
        255  236    0
        255  241    0
        255  248    0
        255  255    0
