          0    0    0
          1    0    0
          6    0    0
         12    4    0
         14    4    0
         20    6    0
         20    6    0
         24    7    0
         25    8    0
         32   11    0
         36   12    0
         41   12    0
         44   14    0
         48   16    0
         52   17    0
         56   19    0
         63   20    0
         64   20    0
         64   20    0
         68   23    0
         75   24    0
         76   24    0
         83   27    0
         87   28    0
         88   30    0
         95   31    0
         99   32    0
        104   33    0
        108   36    0
        110   36    0
        110   36    0
        116   38    0
        120   39    0
        126   41    0
        128   43    0
        132   44    0
        137   44    0
        140   46    0
        145   48    0
        150   49    0
        152   51    0
        152   51    0
        159   52    0
        160   52    0
        167   56    0
        171   56    0
        172   56    0
        179   59    0
        183   60    0
        188   63    0
        191   63    0
        195   64    0
        200   67    0
        200   67    0
        204   68    0
        209   70    0
        212   70    0
        216   71    0
        222   73    0
        224   75    0
        230   76    0
        233   76    0
        236   78    0
        241   80    0
        246   81    0
        246   81    0
        252   83    0
        255   84    0
        255   84    0
        255   88    0
        255   88    0
        255   89    0
        255   91    0
        255   92    0
        255   95    0
        255   95    0
        255   96    0
        255   96    0
        255   99    0
        255  100    0
        255  102    0
        255  102    0
        255  104    0
        255  105    0
        255  107    0
        255  108    0
        255  108    0
        255  112    0
        255  112    0
        255  112    0
        255  113    0
        255  115    0
        255  116    0
        255  119    0
        255  120    0
        255  120    0
        255  121    0
        255  123    0
        255  126    0
        255  127    0
        255  127    0
        255  127    0
        255  128    0
        255  131    0
        255  132    0
        255  132    0
        255  134    0
        255  136    0
        255  137    0
        255  140    0
        255  140    0
        255  140    0
        255  140    0
        255  144    0
        255  144    0
        255  145    0
        255  147    0
        255  148    0
        255  151    0
        255  152    0
        255  152    0
        255  153    0
        255  155    0
        255  155    0
        255  158    0
        255  159    0
        255  160    0
        255  160    0
        255  163    0
        255  164    0
        255  164    1
        255  167    8
        255  168   12
        255  169   14
        255  172   20
        255  172   20
        255  172   24
        255  174   30
        255  176   32
        255  176   36
        255  177   41
        255  179   44
        255  182   51
        255  183   52
        255  184   56
        255  184   63
        255  185   64
        255  185   64
        255  188   71
        255  190   75
        255  191   76
        255  192   83
        255  192   87
        255  196   92
        255  196   95
        255  196   99
        255  199  104
        255  200  108
        255  203  113
        255  203  113
        255  204  116
        255  204  120
        255  206  126
        255  208  128
        255  209  134
        255  209  137
        255  211  140
        255  214  145
        255  215  150
        255  216  155
        255  216  155
        255  216  159
        255  217  160
        255  220  167
        255  222  171
        255  223  176
        255  224  179
        255  224  183
        255  228  188
        255  228  191
        255  230  196
        255  231  200
        255  231  200
        255  232  204
        255  235  209
        255  235  212
        255  236  217
        255  238  222
        255  240  224
        255  241  230
        255  241  233
        255  244  240
        255  246  241
        255  247  246
        255  247  246
        255  248  252
        255  248  255
        255  252  255
        255  252  255
        255  255  255
